emp_no,first_name,last_name,title,from_date,to_date,hire_date,birth_date
64598,Chrisa,Kavanagh,Technique Leader,1998-12-01,9999-01-01,1985-10-28,1954-12-17
64625,Geoff,Boissier,Senior Staff,1989-08-07,9999-01-01,1985-03-28,1954-03-03
64692,Bowen,Ermel,Senior Engineer,1991-08-12,9999-01-01,1985-08-12,1955-11-12
64753,Shahid,Swan,Senior Staff,1992-06-11,9999-01-01,1985-06-11,1952-02-02
64782,Bluma,Sommer,Senior Engineer,1997-11-06,9999-01-01,1985-02-07,1954-10-21
64784,Charlene,Boreale,Senior Staff,1994-04-02,9999-01-01,1985-04-02,1955-05-27
64794,Khun,Jiang,Senior Staff,1991-09-18,9999-01-01,1985-09-18,1955-05-26
64855,Elrique,Hiltgen,Engineer,1999-03-06,9999-01-01,1985-11-17,1952-08-02
64889,Emdad,Pauthner,Technique Leader,1998-07-02,9999-01-01,1985-09-07,1953-05-08
64904,Xiaocheng,Aloia,Senior Engineer,1991-03-14,9999-01-01,1985-03-14,1953-01-05
64933,Kristin,Mungall,Senior Staff,1991-12-07,9999-01-01,1985-12-07,1953-10-31
65045,Abdelkader,Koshiba,Senior Engineer,1985-08-08,9999-01-01,1985-08-08,1952-06-29
65056,Masako,Haldar,Senior Engineer,1996-11-17,9999-01-01,1985-03-07,1955-02-04
65061,Shushma,Flowers,Technique Leader,1985-08-20,9999-01-01,1985-08-20,1953-03-19
65084,Aksel,Bhattacharjee,Senior Staff,1993-11-25,9999-01-01,1985-11-25,1954-12-03
65113,Arif,Brender,Senior Staff,1994-07-22,9999-01-01,1985-07-22,1953-12-06
65167,Torsten,Borovoy,Assistant Engineer,1999-08-05,9999-01-01,1985-11-02,1952-10-03
65199,Ipke,Spataro,Senior Staff,1985-03-02,9999-01-01,1985-03-02,1955-03-10
65308,Jouni,Pocchiola,Senior Staff,1998-01-24,9999-01-01,1985-03-10,1952-02-01
65311,Terresa,Assaf,Senior Staff,1992-08-01,9999-01-01,1985-08-01,1955-01-20
65368,Dung,Ladret,Senior Engineer,1985-09-13,9999-01-01,1985-09-13,1953-05-06
65417,Toney,Karnin,Senior Engineer,1995-07-22,9999-01-01,1985-12-01,1954-01-04
65431,Emdad,Streit,Senior Engineer,1985-05-11,9999-01-01,1985-05-11,1955-03-05
65443,Sreekrishna,Bresenham,Senior Staff,2000-08-19,9999-01-01,1985-02-13,1954-11-16
65498,Rildo,Garrabrants,Senior Staff,1985-07-26,9999-01-01,1985-07-26,1954-12-12
65510,Valeska,Brodie,Senior Engineer,1991-08-09,9999-01-01,1985-08-09,1955-01-04
65513,Huican,Fandrianto,Senior Staff,2001-08-09,9999-01-01,1985-08-23,1952-09-23
65515,Phillip,Teitelbaum,Staff,1996-11-02,9999-01-01,1985-02-02,1952-05-24
65559,Feipei,Nishimukai,Senior Staff,1999-03-19,9999-01-01,1985-09-30,1954-04-04
65572,Hironoby,Bernardeschi,Senior Engineer,1986-02-03,9999-01-01,1985-07-16,1953-01-26
65579,Adit,Orsini,Senior Staff,1990-05-07,9999-01-01,1985-02-20,1952-10-20
65605,Howell,Matzen,Senior Engineer,2001-08-15,9999-01-01,1985-08-15,1954-04-30
65657,Arno,Seiwald,Senior Staff,1990-04-11,9999-01-01,1985-04-11,1954-10-18
65669,Rafail,Muhlberg,Engineer,1994-05-05,9999-01-01,1985-05-05,1952-07-14
65674,Cathie,Sadowski,Senior Staff,1990-12-15,9999-01-01,1985-12-15,1953-10-26
65715,Nevin,Gniady,Senior Engineer,1993-05-02,9999-01-01,1985-08-23,1954-10-14
65752,Pasqua,Schreiter,Senior Engineer,1985-02-18,9999-01-01,1985-02-18,1954-03-13
65793,Serenella,Cummings,Senior Staff,1999-01-12,9999-01-01,1985-12-18,1952-09-26
65803,Lijia,Michaeli,Senior Engineer,1985-03-18,9999-01-01,1985-03-18,1954-07-21
65832,Anoosh,Lamba,Senior Staff,1993-08-17,9999-01-01,1985-08-17,1953-11-28
65840,Sreekrishna,Magalhaes,Senior Engineer,1991-12-10,9999-01-01,1985-03-12,1955-07-02
65876,Yagil,Vieth,Senior Staff,2000-04-06,9999-01-01,1985-05-22,1955-06-24
65966,Jessie,Macedo,Senior Staff,1994-12-09,9999-01-01,1985-12-09,1955-12-27
65981,Jayson,Bharadwaj,Engineer,1999-04-14,9999-01-01,1985-05-20,1953-03-29
66039,JoAnna,Georgatos,Staff,1998-08-20,9999-01-01,1985-03-23,1955-02-01
66062,Zita,Ranta,Senior Staff,1993-05-25,9999-01-01,1985-05-25,1955-07-09
66126,Basil,Schneeberger,Senior Engineer,1991-11-01,9999-01-01,1985-11-01,1955-05-22
66183,Ortrud,Frijda,Senior Engineer,2000-10-17,9999-01-01,1985-06-03,1953-10-04
66198,Seongbin,Edelhoff,Senior Staff,1996-11-28,9999-01-01,1985-08-04,1954-03-05
66202,Kolar,Giveon,Senior Engineer,1999-01-10,9999-01-01,1985-12-28,1953-04-02
66225,Mayumi,Stifter,Senior Staff,1991-03-30,9999-01-01,1985-03-30,1952-04-13
66226,Deniz,Baba,Senior Engineer,1997-03-08,9999-01-01,1985-03-09,1952-07-06
66254,Ghassan,Mahnke,Senior Staff,1991-10-26,9999-01-01,1985-07-28,1953-08-22
66293,Jaewon,Stroustrup,Senior Staff,1992-11-10,9999-01-01,1985-11-10,1953-10-13
66351,Shir,Bierbaum,Senior Engineer,1991-05-19,9999-01-01,1985-05-19,1954-06-08
66356,Masato,Coorg,Staff,1999-01-02,9999-01-01,1985-12-27,1954-07-17
66374,Gen,Thambidurai,Senior Staff,1991-02-11,9999-01-01,1985-02-11,1955-03-12
66460,Xiaoheng,Antonisse,Technique Leader,1985-03-21,9999-01-01,1985-03-21,1955-02-28
66485,Nadjib,Morrey,Senior Engineer,1992-12-29,9999-01-01,1985-12-29,1954-04-25
66526,Uwe,Casley,Senior Engineer,1993-03-26,9999-01-01,1985-03-26,1953-12-23
66588,Zine,Itschner,Senior Staff,1985-11-14,9999-01-01,1985-11-14,1953-12-15
66647,Charmane,Leppanen,Engineer,1998-04-03,9999-01-01,1985-05-18,1952-12-29
66754,Mabhin,Angiulli,Engineer,1997-11-03,9999-01-01,1985-11-25,1954-01-07
66858,Morris,Perng,Senior Staff,1993-06-04,9999-01-01,1985-06-04,1953-12-24
66867,Behnaam,Biron,Senior Staff,1997-09-10,9999-01-01,1985-12-12,1954-05-05
66957,Gino,Shrader,Senior Staff,1991-09-23,9999-01-01,1985-03-11,1953-02-21
66982,Youpyo,Rosti,Staff,1995-12-03,9999-01-01,1985-07-20,1955-01-03
66991,Khoa,Ranum,Assistant Engineer,1996-08-27,9999-01-01,1985-08-11,1955-08-26
67084,Shigeo,Isaak,Senior Engineer,1985-12-23,9999-01-01,1985-12-23,1955-08-27
67115,Siamak,Bernardeschi,Senior Engineer,1991-04-26,9999-01-01,1985-04-26,1955-12-14
67253,Shiv,Szmurlo,Senior Engineer,1996-10-18,9999-01-01,1985-04-20,1955-09-02
67345,Mani,Rando,Senior Engineer,1996-12-28,9999-01-01,1985-12-18,1954-04-07
67395,Sakthirel,Basart,Senior Engineer,1993-02-20,9999-01-01,1985-02-20,1952-11-12
67450,Khosrow,Seiwald,Senior Staff,1994-10-17,9999-01-01,1985-10-17,1952-04-12
67526,Shay,Roisin,Senior Engineer,1994-04-21,9999-01-01,1985-10-18,1952-11-25
67554,Xiaoheng,Bhattacharjee,Technique Leader,1985-02-23,9999-01-01,1985-02-23,1955-06-11
67613,Hyuncheol,Andreotta,Senior Engineer,1993-09-29,9999-01-01,1985-09-29,1953-04-01
67653,Mabo,Rathonyi,Engineer,1997-07-18,9999-01-01,1985-08-08,1954-08-06
67667,Basant,Butterworth,Senior Staff,1993-09-01,9999-01-01,1985-09-01,1953-05-31
67682,Moni,Ozeri,Senior Staff,1995-03-24,9999-01-01,1985-07-12,1953-05-17
67701,Chikara,Herbst,Engineer,1998-07-15,9999-01-01,1985-11-12,1953-09-06
67741,Yishay,Koblitz,Senior Engineer,1999-05-21,9999-01-01,1985-02-20,1955-11-21
67774,Jongsuk,Fabrizio,Senior Engineer,1998-01-26,9999-01-01,1985-07-13,1952-03-13
67779,Niclas,Welham,Senior Staff,1990-10-08,9999-01-01,1985-10-08,1954-01-30
67812,Reinhold,Reinhart,Engineer,1997-01-13,9999-01-01,1985-10-13,1954-08-17
67833,Aleksander,Iivonen,Senior Staff,1996-11-01,9999-01-01,1985-11-08,1955-09-12
67835,Behnaam,Luft,Senior Staff,1998-02-21,9999-01-01,1985-02-24,1953-12-25
67837,Barun,Heyers,Staff,1999-06-27,9999-01-01,1985-05-15,1953-04-28
67845,Xuejun,Back,Senior Staff,2002-02-04,9999-01-01,1985-07-16,1954-04-14
67879,Hongzue,Michaels,Technique Leader,1991-10-21,9999-01-01,1985-06-09,1955-02-03
67896,Werner,Guardalben,Senior Engineer,1993-03-08,9999-01-01,1985-03-08,1952-07-05
67954,Aleksandar,Liedekerke,Senior Engineer,1992-10-11,9999-01-01,1985-10-27,1954-10-30
67962,Jiann,Stille,Senior Engineer,1990-12-21,9999-01-01,1985-12-21,1955-12-13
67968,Christoper,Narahara,Senior Staff,1994-07-21,9999-01-01,1985-10-25,1954-12-13
67983,Gererd,Heusch,Engineer,1996-10-01,9999-01-01,1985-12-20,1952-04-06
67999,Sorina,Herber,Senior Staff,1985-07-28,9999-01-01,1985-07-28,1955-12-12
68001,Marlo,Panwar,Senior Engineer,1992-12-11,9999-01-01,1985-09-01,1953-01-15
68028,Richara,Syang,Senior Staff,1992-09-29,9999-01-01,1985-09-29,1955-06-21
68063,Karlis,Gide,Senior Engineer,1999-04-05,9999-01-01,1985-05-13,1952-08-10
68138,Qunsheng,Poujol,Senior Engineer,1999-08-04,9999-01-01,1985-04-04,1953-01-12
68147,Breannda,Zhang,Engineer,1998-01-31,9999-01-01,1985-08-28,1952-12-10
68179,Guangming,Nyanchama,Senior Engineer,1993-08-13,9999-01-01,1985-08-13,1954-11-21
68233,Frederique,Penz,Senior Engineer,1999-07-28,9999-01-01,1985-07-27,1953-09-08
68293,Faiza,Mateescu,Senior Engineer,1995-09-20,9999-01-01,1985-11-10,1952-10-30
68321,Aris,Harbusch,Senior Engineer,1995-09-22,9999-01-01,1985-10-30,1955-12-03
68350,Arve,Speckmann,Senior Engineer,1991-02-28,9999-01-01,1985-02-28,1952-07-29
68381,Stabislas,Hasham,Senior Staff,1990-03-11,9999-01-01,1985-03-11,1955-11-29
68499,Arfst,Bael,Senior Engineer,1991-11-16,9999-01-01,1985-11-16,1953-06-15
68508,Annemarie,Swist,Senior Engineer,1992-06-06,9999-01-01,1985-06-06,1955-12-25
68542,Licheng,Pollacia,Senior Engineer,1997-02-22,9999-01-01,1985-12-22,1955-06-18
68568,Iara,Raney,Senior Staff,1992-04-12,9999-01-01,1985-04-12,1952-05-02
68596,Sergi,Penz,Senior Staff,1985-03-23,9999-01-01,1985-03-23,1954-06-26
68599,Alair,Zucker,Staff,1999-11-05,9999-01-01,1985-08-28,1954-02-13
68642,Arvind,Jumpertz,Senior Staff,1994-12-03,9999-01-01,1985-12-03,1952-05-26
68679,Takahiro,Dredge,Staff,1995-11-22,9999-01-01,1985-02-23,1953-11-02
68705,Arunas,Ferretti,Senior Engineer,2001-01-04,9999-01-01,1985-08-04,1952-05-23
68709,Marke,Zaccaria,Senior Engineer,1995-06-30,9999-01-01,1985-05-12,1954-03-01
68756,Jayesh,Syang,Senior Staff,1998-04-22,9999-01-01,1985-05-17,1952-10-03
68839,Shuky,Famili,Senior Staff,1993-12-06,9999-01-01,1985-12-06,1954-11-05
68840,Quingbo,Nourani,Senior Staff,1994-12-23,9999-01-01,1985-11-05,1953-12-05
68901,Aron,Gilg,Technique Leader,1985-03-06,9999-01-01,1985-03-06,1954-06-19
68909,Jayson,Rajcani,Senior Engineer,1993-10-29,9999-01-01,1985-03-19,1953-04-19
68911,Francoise,Ratzlaff,Senior Engineer,1995-09-08,9999-01-01,1985-07-02,1954-12-21
68917,Menkae,Peot,Senior Engineer,1993-02-28,9999-01-01,1985-02-28,1952-10-06
68951,Shichao,Leppanen,Senior Engineer,1997-05-30,9999-01-01,1985-05-08,1955-03-10
68964,Fai,Francisci,Senior Engineer,1997-09-11,9999-01-01,1985-09-12,1955-07-15
68966,Shuho,Carrera,Senior Staff,1998-05-14,9999-01-01,1985-11-23,1955-05-02
68998,Remko,Serra,Senior Engineer,1987-04-05,9999-01-01,1985-04-07,1952-12-02
69027,Make,Gihr,Senior Staff,1998-12-22,9999-01-01,1985-12-27,1955-08-20
69064,Alair,Babb,Senior Engineer,1991-04-23,9999-01-01,1985-04-23,1953-09-22
69084,Kazuhisa,Thisen,Senior Staff,1990-07-06,9999-01-01,1985-07-06,1954-07-24
69122,Weiwu,Templeman,Senior Staff,1985-05-08,9999-01-01,1985-05-08,1952-12-20
69136,Younwoo,Busillo,Senior Engineer,2000-07-29,9999-01-01,1985-11-07,1955-08-28
69177,Shan,Marchegay,Technique Leader,1985-04-15,9999-01-01,1985-04-15,1955-05-27
69181,Toshiko,Schiper,Senior Staff,1985-06-15,9999-01-01,1985-06-15,1955-04-11
69222,Elliott,Llado,Senior Engineer,1991-11-30,9999-01-01,1985-11-30,1952-11-10
69226,Reinhold,Wursthorn,Senior Engineer,1985-03-18,9999-01-01,1985-03-18,1955-09-08
69287,Frazer,Luders,Technique Leader,1994-01-28,9999-01-01,1985-07-23,1954-01-31
69405,Lijia,Heping,Senior Staff,1992-02-05,9999-01-01,1985-02-04,1955-04-03
69445,Gift,Puppo,Senior Staff,1993-09-08,9999-01-01,1985-09-08,1954-05-14
69455,Radhakrishnan,Nastansky,Senior Engineer,1994-03-02,9999-01-01,1985-03-02,1955-05-02
69493,Odoardo,Greibach,Engineer,1999-02-25,9999-01-01,1985-04-04,1955-11-08
69507,Alassane,Weedon,Senior Staff,1993-04-05,9999-01-01,1985-04-05,1953-03-05
69524,Leon,Vrecion,Engineer,1998-12-23,9999-01-01,1985-03-08,1955-06-05
69578,Shim,Sewelson,Senior Staff,1993-08-24,9999-01-01,1985-08-24,1953-02-22
69601,Sachar,Lieblein,Senior Staff,1994-10-09,9999-01-01,1985-10-09,1954-09-12
69602,Naftaly,Litzkow,Staff,1998-06-02,9999-01-01,1985-08-05,1953-08-03
69613,Gay,Tsukuda,Staff,1998-09-16,9999-01-01,1985-07-22,1955-08-31
69621,Atilio,Takkinen,Senior Engineer,1994-11-25,9999-01-01,1985-11-25,1955-01-09
69665,Uzi,Fioravanti,Senior Staff,1992-09-20,9999-01-01,1985-09-20,1952-02-29
69670,Phillip,Limongiello,Senior Staff,1991-09-05,9999-01-01,1985-09-05,1952-04-24
69687,Oksana,Minakawa,Senior Engineer,1991-04-19,9999-01-01,1985-04-19,1954-09-13
69737,Sarita,Conta,Senior Staff,1994-06-12,9999-01-01,1985-06-12,1952-03-06
69758,Arup,Yurov,Senior Engineer,1996-10-14,9999-01-01,1985-06-18,1952-08-28
69790,Werner,Leslie,Senior Staff,1998-05-15,9999-01-01,1985-02-27,1954-02-12
69845,Kinh,Tanemo,Senior Engineer,1996-04-15,9999-01-01,1985-02-25,1953-05-18
69888,Billur,Speel,Technique Leader,1988-06-06,9999-01-01,1985-11-24,1953-01-15
69897,Stamatina,Kamber,Senior Staff,1990-11-11,9999-01-01,1985-11-11,1952-09-23
69982,Sanjoy,Lindqvist,Senior Staff,1993-04-26,9999-01-01,1985-04-26,1954-06-11
70004,Shih,VanScheik,Senior Staff,1985-04-15,9999-01-01,1985-04-15,1954-03-11
70040,Along,Montemayor,Senior Engineer,1992-12-07,9999-01-01,1985-12-07,1952-02-05
70146,Tiina,Atrawala,Senior Engineer,1985-07-19,9999-01-01,1985-07-19,1952-09-14
70164,Ult,Bergere,Senior Engineer,2002-05-20,9999-01-01,1985-05-22,1953-05-05
70171,Sadun,Himler,Senior Engineer,1997-02-06,9999-01-01,1985-07-25,1954-10-06
70239,Cedric,McFarlin,Senior Engineer,1994-12-10,9999-01-01,1985-12-10,1953-04-05
70250,Erez,Arlazarov,Staff,1997-08-24,9999-01-01,1985-08-19,1952-08-02
70296,Nalini,Vadhan,Senior Engineer,1994-08-12,9999-01-01,1985-08-12,1955-03-20
70374,Girolamo,Macedo,Senior Engineer,1993-12-09,9999-01-01,1985-12-09,1954-12-25
70386,Guiseppe,Mamelak,Senior Engineer,1990-11-27,9999-01-01,1985-11-27,1954-02-18
70425,Mechthild,Businaro,Senior Staff,1994-01-09,9999-01-01,1985-11-02,1955-06-07
70478,Basil,Peac,Senior Engineer,1985-06-13,9999-01-01,1985-06-13,1955-03-29
70485,Sachio,Mondadori,Senior Engineer,1993-08-21,9999-01-01,1985-08-21,1954-02-05
70535,Dante,Speel,Staff,1999-02-07,9999-01-01,1985-07-19,1952-09-06
70565,Fumiya,Bergere,Senior Engineer,1995-04-14,9999-01-01,1985-03-27,1952-11-13
70614,Nevio,Furedi,Senior Engineer,1992-04-12,9999-01-01,1985-04-12,1952-04-20
70738,Shaleah,Kemmerer,Staff,1994-03-09,9999-01-01,1985-10-30,1953-06-13
70751,Danil,Heusch,Senior Engineer,1998-08-08,9999-01-01,1985-03-16,1953-04-19
70763,Jahangir,Lorch,Senior Engineer,1985-07-08,9999-01-01,1985-07-08,1955-12-16
70787,Reinhard,Masaki,Senior Staff,1993-10-17,9999-01-01,1985-10-17,1952-11-14
70810,Vishwani,Brodal,Senior Staff,2002-01-05,9999-01-01,1985-03-20,1954-08-18
70956,Almudena,Genther,Senior Engineer,1995-10-05,9999-01-01,1985-10-05,1955-06-04
71057,Christfried,Orsini,Senior Staff,1994-02-12,9999-01-01,1985-02-12,1953-03-11
71102,Indrajit,Juneja,Staff,1997-11-23,9999-01-01,1985-09-11,1952-02-09
71118,Chirstian,Tasistro,Senior Staff,1985-08-07,9999-01-01,1985-08-07,1952-10-05
71130,Khalid,Jervis,Senior Engineer,1991-04-01,9999-01-01,1985-03-10,1953-03-11
71194,Fox,Lampe,Senior Engineer,1994-05-21,9999-01-01,1985-05-21,1955-03-22
71262,Shigenori,Vecchio,Staff,1997-06-11,9999-01-01,1985-09-15,1952-02-14
71268,Remko,Dalphin,Senior Staff,1991-03-01,9999-01-01,1985-03-01,1955-07-12
71270,Saeko,Crooks,Senior Staff,1987-05-28,9999-01-01,1985-03-01,1954-11-15
71320,Xuejia,Caine,Senior Staff,1991-05-25,9999-01-01,1985-05-25,1954-07-19
71398,Sanjeeva,Krohn,Senior Staff,1985-08-30,9999-01-01,1985-08-30,1952-03-14
71405,Shuzo,Miake,Senior Engineer,1990-05-05,9999-01-01,1985-05-05,1954-01-19
71471,Bernice,Peak,Engineer,1998-02-14,9999-01-01,1985-10-10,1954-10-18
71528,Marjo,Deverell,Engineer,1997-10-07,9999-01-01,1985-09-07,1954-09-18
71541,Kwangsub,Chartres,Senior Staff,1991-12-31,9999-01-01,1985-04-02,1954-10-30
71545,Denny,Nittel,Senior Staff,2002-04-06,9999-01-01,1985-09-07,1955-10-22
71586,Jianwen,Cannard,Senior Staff,1985-10-02,9999-01-01,1985-10-02,1955-12-21
71609,Berthier,Manderick,Senior Staff,1993-04-10,9999-01-01,1985-04-10,1952-06-25
71644,Bogdan,Azuma,Senior Staff,1994-05-03,9999-01-01,1985-05-03,1954-10-14
71683,Sastry,Hedayat,Engineer,1995-02-21,9999-01-01,1985-02-23,1952-05-14
71699,Ingemar,Tramer,Senior Staff,2001-03-05,9999-01-01,1985-08-28,1954-06-06
71715,Eberhardt,Niizuma,Senior Staff,1990-08-19,9999-01-01,1985-08-19,1955-12-05
71732,Arra,Highland,Engineer,1997-08-14,9999-01-01,1985-04-24,1955-11-02
71773,Leen,Ebeling,Senior Staff,1994-12-29,9999-01-01,1985-12-29,1954-07-01
71869,Elzbieta,Puoti,Technique Leader,1993-09-06,9999-01-01,1985-09-10,1954-07-22
71990,Supot,Thiran,Senior Staff,1990-11-16,9999-01-01,1985-11-16,1952-11-29
71993,Bernd,Caine,Senior Staff,1991-08-24,9999-01-01,1985-08-24,1953-07-01
71998,Pranas,Lovengreen,Engineer,1999-03-26,9999-01-01,1985-03-11,1955-07-17
72015,Reuven,Trystram,Staff,1998-06-06,9999-01-01,1985-08-03,1952-05-11
72097,Almudena,Perng,Senior Staff,1994-07-08,9999-01-01,1985-07-08,1952-06-10
72145,Zdislav,Neimat,Senior Engineer,1985-07-15,9999-01-01,1985-07-15,1952-02-26
72211,Apostol,Murrill,Senior Engineer,1994-08-15,9999-01-01,1985-08-15,1953-01-11
72262,Shahab,Braunmuhl,Senior Engineer,1992-11-18,9999-01-01,1985-11-18,1953-06-30
72264,Alain,Bale,Senior Engineer,1992-05-23,9999-01-01,1985-04-10,1952-11-23
72284,Radhakrishnan,Mondadori,Staff,1999-03-04,9999-01-01,1985-05-17,1954-07-30
72357,Kristina,Krogh,Technique Leader,1985-10-19,9999-01-01,1985-10-19,1953-03-30
72387,Taiji,Zeilberger,Engineer,1997-02-22,9999-01-01,1985-03-14,1955-10-01
72400,Charmane,Merel,Senior Staff,2002-04-19,9999-01-01,1985-06-26,1955-07-02
72522,Insup,Katzenelson,Senior Engineer,1991-02-25,9999-01-01,1985-02-25,1955-02-02
72566,Munehiro,Schaaf,Senior Engineer,1994-11-22,9999-01-01,1985-03-09,1952-04-23
72574,Saeed,Carrere,Senior Engineer,1993-09-09,9999-01-01,1985-09-09,1954-10-01
72587,Krister,Angel,Senior Staff,1992-07-26,9999-01-01,1985-07-26,1954-12-19
72598,Bogdan,Vural,Senior Engineer,1990-11-12,9999-01-01,1985-11-12,1953-10-03
72617,Naraig,Worfolk,Senior Staff,1987-11-16,9999-01-01,1985-04-05,1955-06-24
72627,Apostol,Conry,Engineer,1999-01-08,9999-01-01,1985-11-03,1955-01-05
72686,Radoslaw,Marakhovsky,Senior Engineer,1985-07-12,9999-01-01,1985-07-12,1953-05-11
72740,Heather,Greenaway,Senior Staff,1991-04-07,9999-01-01,1985-04-07,1955-03-29
72794,Kazuhisa,Awdeh,Senior Staff,1987-11-29,9999-01-01,1985-10-07,1954-05-25
72797,Dmitry,Luders,Senior Staff,1985-06-04,9999-01-01,1985-06-04,1952-02-17
72863,Mohd,Kavvadias,Senior Staff,1990-10-17,9999-01-01,1985-10-17,1955-08-09
72923,Zhenbing,Decaestecker,Senior Engineer,1997-04-30,9999-01-01,1985-05-01,1955-10-16
73005,Sachem,Compeau,Technique Leader,1990-06-12,9999-01-01,1985-02-25,1953-07-24
73011,Zdislav,Kaiserswerth,Senior Engineer,1997-09-12,9999-01-01,1985-06-07,1955-12-04
73090,Yoshinari,Takkinen,Senior Staff,1994-03-27,9999-01-01,1985-03-27,1954-04-19
73111,Ottavia,Massonet,Technique Leader,1985-06-08,9999-01-01,1985-06-08,1954-06-17
73143,Sreekrishna,Cincotta,Engineer,1999-04-22,9999-01-01,1985-05-11,1955-11-22
73161,Haldon,Denos,Senior Engineer,1999-08-10,9999-01-01,1985-06-11,1954-01-06
73212,Niclas,Maraist,Senior Staff,1999-03-20,9999-01-01,1985-06-09,1953-10-21
73220,Mokhtar,Serre,Senior Staff,1992-05-04,9999-01-01,1985-05-04,1953-07-28
73222,Kendra,Gurbaxani,Senior Engineer,1997-02-21,9999-01-01,1985-02-22,1952-08-11
73225,Mana,Swick,Engineer,1998-01-25,9999-01-01,1985-06-26,1953-11-11
73283,Shen,Leaver,Engineer,1996-02-11,9999-01-01,1985-11-17,1955-11-26
73352,Boutros,Fortenbacher,Senior Engineer,1992-05-01,9999-01-01,1985-03-02,1955-09-27
73375,Aiichiro,Kragelund,Staff,2000-01-15,9999-01-01,1985-09-30,1954-07-13
73387,Noritoshi,Axelband,Senior Staff,1992-02-23,9999-01-01,1985-02-22,1954-01-29
73389,IEEE,Sherertz,Staff,1995-09-07,9999-01-01,1985-05-23,1954-04-03
73400,Billur,Heemskerk,Senior Engineer,1998-01-21,9999-01-01,1985-11-24,1955-11-07
73406,Basil,Tomescu,Senior Engineer,1994-08-04,9999-01-01,1985-08-04,1952-12-28
73425,Parviz,Aumann,Senior Engineer,1996-03-25,9999-01-01,1985-08-08,1953-08-22
73430,Khosrow,Beausoleil,Senior Engineer,1990-06-20,9999-01-01,1985-06-20,1953-02-03
73446,Yuguang,Gronowski,Senior Staff,1998-06-26,9999-01-01,1985-06-28,1954-12-18
73548,Margareta,Pena,Senior Staff,1993-11-15,9999-01-01,1985-11-15,1954-06-03
73595,Nobuyoshi,Vandervoorde,Senior Staff,1985-04-04,9999-01-01,1985-04-04,1955-07-16
73674,Yifei,Jahnichen,Senior Staff,1992-10-21,9999-01-01,1985-10-21,1954-09-16
73689,Mansur,Goldhammer,Senior Staff,1990-08-26,9999-01-01,1985-08-26,1954-01-26
73756,Moni,Strooper,Senior Engineer,2001-01-05,9999-01-01,1985-09-05,1952-12-23
73762,Leaf,Tchuente,Senior Engineer,1990-11-29,9999-01-01,1985-11-29,1952-05-08
73765,Richara,Gimbel,Engineer,1997-02-10,9999-01-01,1985-07-31,1955-12-22
73782,Janche,Prochazka,Technique Leader,1987-09-29,9999-01-01,1985-11-18,1955-08-11
73841,Xiaocheng,Beznosov,Senior Staff,1990-06-02,9999-01-01,1985-06-02,1954-09-09
73842,Seongbin,Esteva,Senior Staff,1997-11-07,9999-01-01,1985-03-03,1954-10-22
73855,Greger,Blokdijk,Senior Staff,1997-06-20,9999-01-01,1985-03-07,1954-09-22
73891,Rasikan,Rebaine,Senior Staff,1992-08-31,9999-01-01,1985-08-31,1952-11-21
73911,Ziya,Syrotiuk,Senior Staff,1985-03-11,9999-01-01,1985-03-11,1952-03-12
73965,Tonia,Verhaegen,Engineer,1998-09-08,9999-01-01,1985-11-04,1954-10-11
73972,Makato,Biron,Senior Staff,1994-09-18,9999-01-01,1985-09-18,1953-06-19
73996,Sachar,Yamaashi,Senior Engineer,1992-08-12,9999-01-01,1985-07-02,1952-03-06
74021,Qiwen,Baba,Senior Engineer,1997-11-14,9999-01-01,1985-02-13,1955-09-28
74027,Goo,Openshaw,Senior Engineer,1997-01-08,9999-01-01,1985-12-23,1953-01-12
74048,Krister,Mandell,Engineer,1997-06-29,9999-01-01,1985-12-06,1954-10-29
74050,Greger,Staylopatis,Senior Engineer,2001-03-01,9999-01-01,1985-11-13,1954-07-02
74156,Bodo,Lovengreen,Senior Staff,1985-09-10,9999-01-01,1985-09-10,1952-03-09
74182,Takushi,Stasinski,Senior Staff,1994-11-07,9999-01-01,1985-11-07,1953-01-05
74258,Apostol,Hemaspaandra,Senior Staff,1994-06-10,9999-01-01,1985-10-10,1953-11-14
74315,Kristinn,Henseler,Engineer,1998-10-26,9999-01-01,1985-03-19,1953-12-08
74327,Aloke,Rahier,Senior Staff,2000-05-26,9999-01-01,1985-05-20,1955-10-29
74342,Jamaludin,Fiutem,Senior Staff,1993-06-21,9999-01-01,1985-06-21,1952-10-26
74353,Shan,Rajala,Engineer,1998-12-30,9999-01-01,1985-11-22,1955-09-19
74406,Jaber,Tzvieli,Senior Engineer,1993-11-05,9999-01-01,1985-11-05,1955-08-12
74420,Horward,Marsiglia,Senior Staff,1991-08-02,9999-01-01,1985-08-02,1952-11-17
74450,Ortrun,Radivojevic,Engineer,1995-01-02,9999-01-01,1985-10-09,1955-06-26
74506,Becky,Picaronny,Staff,1998-12-26,9999-01-01,1985-09-15,1952-03-30
74605,Kayoko,Berstel,Engineer,1994-01-19,9999-01-01,1985-09-23,1953-01-21
74609,Divier,Conta,Engineer,1999-07-01,9999-01-01,1985-05-17,1955-02-03
74618,Sanjiv,Zyda,Engineer,1996-06-19,9999-01-01,1985-07-05,1952-09-02
